codigo_subpartida,descripcion
4907002000,- Billetes de banco
4907003000,- Talonarios de cheques de viajero de establecimientos de crédito extranjeros
4907009000,- Los demás
4908100000,- Calcomanías vitrificables
4908901000,- - Para transferencia continua sobre tejidos
4908909000,- - Las demás
4909000000,"Tarjetas postales impresas o ilustradas; tarjetas impresas con felicitaciones o comunicaciones personales, incluso con ilustraciones, adornos o aplicaciones, o con sobres."
4910000000,"Calendarios de cualquier clase impresos, incluidos los tacos de calendario."
4911100000,"- Impresos publicitarios, catálogos comerciales y similares"
4911910000,"- - Estampas, grabados y fotografías"
4911990000,- - Los demás
5001000000,Capullos de seda aptos para el devanado.
5002000000,Seda cruda (sin torcer).
5003000000,"Desperdicios de seda (incluidos los capullos no aptos para el devanado, desperdicios de hilados e hilachas)."
5004000000,Hilados de seda (excepto los hilados de desperdicios de seda) sin acondicionar para la venta al por menor.
5005000000,Hilados de desperdicios de seda sin acondicionar para la venta al por menor.
5006000000,"Hilados de seda o de desperdicios de seda, acondicionados para la venta al por menor; «pelo de Mesina» («crin de Florencia»)."
5007100000,- Tejidos de borrilla
5007200000,"- Los demás tejidos con un contenido de seda o de desperdicios de seda, distintos de la borrilla, superior o igual al 85 % en peso"
5007900000,- Los demás tejidos
5101110000,- - Lana esquilada
5101190000,- - Las demás
5101210000,- - Lana esquilada
5101290000,- - Las demás
5101300000,- Carbonizada
5102110000,- - De cabra de Cachemira
5102191000,- - - De alpaca o de llama (incluido el guanaco)
5102192000,- - - De conejo o de liebre
5102199000,- - - Los demás
5102200000,- Pelo ordinario
5103100000,- Borras del peinado de lana o pelo fino
5103200000,- Los demás desperdicios de lana o pelo fino
5103300000,- Desperdicios de pelo ordinario
5104000000,Hilachas de lana o de pelo fino u ordinario.
5105100000,- Lana cardada
5105210000,- - «Lana peinada a granel»
5105291000,- - - Enrollados en bolas («tops»)
5105299000,- - - Las demás
5105310000,- - De cabra de Cachemira
5105391000,- - - De alpaca o de llama (incluido el guanaco)
5105392000,- - - De vicuña
5105399000,- - - Los demás
5105400000,- Pelo ordinario cardado o peinado
5106100000,- Con un contenido de lana superior o igual al 85 % en peso
5106200000,- Con un contenido de lana inferior al 85 % en peso
5107100000,- Con un contenido de lana superior o igual al 85 % en peso
5107200000,- Con un contenido de lana inferior al 85 % en peso
5108100000,- Cardado
5108200000,- Peinado
5109100000,- Con un contenido de lana o pelo fino superior o igual al 85 % en peso
5109900000,- Los demás
5110001000,- Sin acondicionar para la venta al por menor
5110009000,- Los demás
5111111000,- - - De lana
5111112000,- - - De vicuña
5111114000,- - - De alpaca o de llama (incluido el guanaco)
5111119000,- - - Los demás
5111191000,- - - De lana
5111192000,- - - De vicuña
5111194000,- - - De alpaca o de llama (incluido el guanaco)
5111199000,- - - Los demás
5111201000,- - De lana
5111202000,- - De vicuña
5111204000,- - De alpaca o de llama (incluido el guanaco)
5111209000,- - Los demás
5111301000,- - De lana
5111302000,- - De vicuña
5111304000,- - De alpaca o de llama (incluido el guanaco)
5111309000,- - Los demás
5111901000,- - De lana
5111902000,- - De vicuña
5111904000,- - De alpaca o de llama (incluido el guanaco)
5111909000,- - Los demás
5112111000,- - - De lana
5112112000,- - - De vicuña
5112114000,- - - De alpaca o de llama (incluido el guanaco)
5112119000,- - - Los demás
5112191000,- - - De lana
5112192000,- - - De vicuña
5112194000,- - - De alpaca o de llama (incluido el guanaco)
5112199000,- - - Los demás
5112201000,- - De lana
5112202000,- - De vicuña
5112204000,- - De alpaca o de llama (incluido el guanaco)
5112209000,- - Los demás
5112301000,- - De lana
5112302000,- - De vicuña
5112304000,- - De alpaca o de llama (incluido el guanaco)
5112309000,- - Los demás
5112901000,- - De lana
5112902000,- - De vicuña
5112904000,- - De alpaca o de llama (incluido el guanaco)
5112909000,- - Los demás
5113000000,Tejidos de pelo ordinario o de crin.
5201001000,"- De longitud de fibra superior a 34,92 mm (1 3/8 pulgada)"
5201002000,"- De longitud de fibra superior a 28,57 mm (1 1/8 pulgada) pero inferior o igual a 34,92 mm (1 3/8 pulgada)"
5201003000,"- De longitud de fibra superior a 22,22 mm (7/8 pulgada) pero inferior o igual a 28,57 mm (1 1/8 pulgada)"
5201009000,"- De longitud de fibra inferior o igual a 22,22 mm (7/8 pulgada)"
5202100000,- Desperdicios de hilados
5202910000,- - Hilachas
5202990000,- - Los demás
5203000000,Algodón cardado o peinado.
5204110000,- - Con un contenido de algodón superior o igual al 85 % en peso
5204190000,- - Los demás
5204200000,- Acondicionado para la venta al por menor
5205110000,"- - De título superior o igual a 714,29 decitex (inferior o igual al número métrico 14)"
5205120000,"- - De título inferior a 714,29 decitex pero superior o igual a 232,56 decitex (superior al número métrico 14 pero inferior o igual al número métrico 43)"
5205130000,"- - De título inferior a 232,56 decitex pero superior o igual a 192,31 decitex (superior al número métrico 43 pero inferior o igual al número métrico 52)"
5205140000,"- - De título inferior a 192,31 decitex pero superior o igual a 125 decitex (superior al número métrico 52 pero inferior o igual al número métrico 80)"
5205150000,- - De título inferior a 125 decitex (superior al número métrico 80)
5205210000,"- - De título superior o igual a 714,29 decitex (inferior o igual al número métrico 14)"
5205220000,"- - De título inferior a 714,29 decitex pero superior o igual a 232,56 decitex (superior al número métrico 14 pero inferior o igual al número métrico 43)"
5205230000,"- - De título inferior a 232,56 decitex pero superior o igual a 192,31 decitex (superior al número métrico 43 pero inferior o igual al número métrico 52)"
5205240000,"- - De título inferior a 192,31 decitex pero superior o igual a 125 decitex (superior al número métrico 52 pero inferior o igual al número métrico 80)"
5205260000,"- - De título inferior a 125 decitex pero superior o igual a 106,38 decitex (superior al número métrico 80 pero inferior o igual al número métrico 94)"
5205270000,"- - De título inferior a 106,38 decitex pero superior o igual a 83,33 decitex (superior al número métrico 94 pero inferior o igual al número métrico 120)"
5205280000,"- - De título inferior a 83,33 decitex (superior al número métrico 120)"
5205310000,"- - De título superior o igual a 714,29 decitex por hilo sencillo (inferior o igual al número métrico 14 por hilo sencillo)"
5205320000,"- - De título inferior a 714,29 decitex pero superior o igual a 232,56 decitex, por hilo sencillo (superior al número métrico 14 pero inferior o igual al número métrico 43, por hilo sencillo)"
5205330000,"- - De título inferior a 232,56 decitex pero superior o igual a 192,31 decitex, por hilo sencillo (superior al número métrico 43 pero inferior o igual al número métrico 52, por hilo sencillo)"
5205340000,"- - De título inferior a 192,31 decitex pero superior o igual a 125 decitex, por hilo sencillo (superior al número métrico 52 pero inferior o igual al número métrico 80, por hilo sencillo)"
5205350000,- - De título inferior a 125 decitex por hilo sencillo (superior al número métrico 80 por hilo sencillo)
5205410000,"- - De título superior o igual a 714,29 decitex por hilo sencillo (inferior o igual al número métrico 14 por hilo sencillo)"
5205420000,"- - De título inferior a 714,29 decitex pero superior o igual a 232,56 decitex, por hilo sencillo (superior al número métrico 14 pero inferior o igual al número métrico 43, por hilo sencillo)"
5205430000,"- - De título inferior a 232,56 decitex pero superior o igual a 192,31 decitex, por hilo sencillo (superior al número métrico 43 pero inferior o igual al número métrico 52, por hilo sencillo)"
5205440000,"- - De título inferior a 192,31 decitex pero superior o igual a 125 decitex, por hilo sencillo (superior al número métrico 52 pero inferior o igual al número métrico 80, por hilo sencillo)"
5205460000,"- - De título inferior a 125 decitex pero superior o igual a 106,38 decitex, por hilo sencillo (superior al número métrico 80 pero inferior o igual al número métrico 94, por hilo sencillo)"
5205470000,"- - De título inferior a 106,38 decitex pero superior o igual a 83,33 decitex, por hilo sencillo (superior al número métrico 94 pero inferior o igual al número métrico 120, por hilo sencillo)"
5205480000,"- - De título inferior a 83,33 decitex por hilo sencillo (superior al número métrico 120 por hilo sencillo)"
5206110000,"- - De título superior o igual a 714,29 decitex (inferior o igual al número métrico 14)"
5206120000,"- - De título inferior a 714,29 decitex pero superior o igual a 232,56 decitex (superior al número métrico 14 pero inferior o igual al número métrico 43)"
5206130000,"- - De título inferior a 232,56 decitex pero superior o igual a 192,31 decitex (superior al número métrico 43 pero inferior o igual al número métrico 52)"
5206140000,"- - De título inferior a 192,31 decitex pero superior o igual a 125 decitex (superior al número métrico 52 pero inferior o igual al número métrico 80)"
5206150000,- - De título inferior a 125 decitex (superior al número métrico 80)
5206210000,"- - De título superior o igual a 714,29 decitex (inferior o igual al número métrico 14)"
5206220000,"- - De título inferior a 714,29 decitex pero superior o igual a 232,56 decitex (superior al número métrico 14 pero inferior o igual al número métrico 43)"
5206230000,"- - De título inferior a 232,56 decitex pero superior o igual a 192,31 decitex (superior al número métrico 43 pero inferior o igual al número métrico 52)"
5206240000,"- - De título inferior a 192,31 decitex pero superior o igual a 125 decitex (superior al número métrico 52 pero inferior o igual al número métrico 80)"
5206250000,- - De título inferior a 125 decitex (superior al número métrico 80)
5206310000,"- - De título superior o igual a 714,29 decitex por hilo sencillo (inferior o igual al número métrico 14 por hilo sencillo)"
5206320000,"- - De título inferior a 714,29 decitex pero superior o igual a 232,56 decitex, por hilo sencillo (superior al número métrico 14 pero inferior o igual al número métrico 43, por hilo sencillo)"
5206330000,"- - De título inferior a 232,56 decitex pero superior o igual a 192,31 decitex, por hilo sencillo (superior al número métrico 43 pero inferior o igual al número métrico 52, por hilo sencillo)"
5206340000,"- - De título inferior a 192,31 decitex pero superior o igual a 125 decitex, por hilo sencillo (superior al número métrico 52 pero inferior o igual al número métrico 80, por hilo sencillo)"
5206350000,- - De título inferior a 125 decitex por hilo sencillo (superior al número métrico 80 por hilo sencillo)
5206410000,"- - De título superior o igual a 714,29 decitex por hilo sencillo (inferior o igual al número métrico 14 por hilo sencillo)"
5206420000,"- - De título inferior a 714,29 decitex pero superior o igual a 232,56 decitex, por hilo sencillo (superior al número métrico 14 pero inferior o igual al número métrico 43, por hilo sencillo)"
5206430000,"- - De título inferior a 232,56 decitex pero superior o igual a 192,31 decitex, por hilo sencillo (superior al número métrico 43 pero inferior o igual al número métrico 52, por hilo sencillo)"
5206440000,"- - De título inferior a 192,31 decitex pero superior o igual a 125 decitex, por hilo sencillo (superior al número métrico 52 pero inferior o igual al número métrico 80, por hilo sencillo)"
5206450000,- - De título inferior a 125 decitex por hilo sencillo (superior al número métrico 80 por hilo sencillo)
5207100000,- Con un contenido de algodón superior o igual al 85 % en peso
5207900000,- Los demás
5208110000,"- - De ligamento tafetán, de peso inferior o igual a 100 g/m2"
5208120000,"- - De ligamento tafetán, de peso superior a 100 g/m2"
5208130000,"- - De ligamento sarga, incluido el cruzado, de curso inferior o igual a 4"
5208190000,- - Los demás tejidos
5208211000,- - - De peso inferior o igual a 35 g/m2
5208219000,- - - Los demás
5208220000,"- - De ligamento tafetán, de peso superior a 100 g/m2"
5208230000,"- - De ligamento sarga, incluido el cruzado, de curso inferior o igual a 4"
5208290000,- - Los demás tejidos
5208310000,"- - De ligamento tafetán, de peso inferior o igual a 100 g/m2"
5208320000,"- - De ligamento tafetán, de peso superior a 100 g/m2"
5208330000,"- - De ligamento sarga, incluido el cruzado, de curso inferior o igual a 4"
5208390000,- - Los demás tejidos
5208410000,"- - De ligamento tafetán, de peso inferior o igual a 100 g/m2"
5208420000,"- - De ligamento tafetán, de peso superior a 100 g/m2"
5208430000,"- - De ligamento sarga, incluido el cruzado, de curso inferior o igual a 4"
5208490000,- - Los demás tejidos
5208510000,"- - De ligamento tafetán, de peso inferior o igual a 100 g/m2"
5208520000,"- - De ligamento tafetán, de peso superior a 100 g/m2"
5208591000,"- - - De ligamento sarga, incluido el cruzado, de curso inferior o igual a 4"
5208599000,- - - Los demás
5209110000,- - De ligamento tafetán
5209120000,"- - De ligamento sarga, incluido el cruzado, de curso inferior o igual a 4"
5209190000,- - Los demás tejidos
5209210000,- - De ligamento tafetán
5209220000,"- - De ligamento sarga, incluido el cruzado, de curso inferior o igual a 4"
5209290000,- - Los demás tejidos
5209310000,- - De ligamento tafetán
5209320000,"- - De ligamento sarga, incluido el cruzado, de curso inferior o igual a 4"
5209390000,- - Los demás tejidos
5209410000,- - De ligamento tafetán
5209420000,- - Tejidos de mezclilla («denim»)
5209430000,"- - Los demás tejidos de ligamento sarga, incluido el cruzado, de curso inferior o igual a 4"
5209490000,- - Los demás tejidos
5209510000,- - De ligamento tafetán
5209520000,"- - De ligamento sarga, incluido el cruzado, de curso inferior o igual a 4"
5209590000,- - Los demás tejidos
5210110000,- - De ligamento tafetán
5210190000,- - Los demás tejidos
5210210000,- - De ligamento tafetán
5210290000,- - Los demás tejidos
5210310000,- - De ligamento tafetán
5210320000,"- - De ligamento sarga, incluido el cruzado, de curso inferior o igual a 4"
5210390000,- - Los demás tejidos
5210410000,- - De ligamento tafetán
5210490000,- - Los demás tejidos
5210510000,- - De ligamento tafetán
5210590000,- - Los demás tejidos
5211110000,- - De ligamento tafetán
5211120000,"- - De ligamento sarga, incluido el cruzado, de curso inferior o igual a 4"
5211190000,- - Los demás tejidos
5211200000,- Blanqueados
5211310000,- - De ligamento tafetán
5211320000,"- - De ligamento sarga, incluido el cruzado, de curso inferior o igual a 4"
5211390000,- - Los demás tejidos
5211410000,- - De ligamento tafetán
5211420000,- - Tejidos de mezclilla («denim»)
5211430000,"- - Los demás tejidos de ligamento sarga, incluido el cruzado, de curso inferior o igual a 4"
5211490000,- - Los demás tejidos
5211510000,- - De ligamento tafetán
5211520000,"- - De ligamento sarga, incluido el cruzado, de curso inferior o igual a 4"
5211590000,- - Los demás tejidos
5212110000,- - Crudos
5212120000,- - Blanqueados
5212130000,- - Teñidos
5212140000,- - Con hilados de distintos colores
5212150000,- - Estampados
5212210000,- - Crudos
5212220000,- - Blanqueados
5212230000,- - Teñidos
5212240000,- - Con hilados de distintos colores
5212250000,- - Estampados
5301100000,- Lino en bruto o enriado
5301210000,- - Agramado o espadado
5301290000,- - Los demás
5301300000,- Estopas y desperdicios de lino
5302100000,- Cáñamo en bruto o enriado
5302900000,- Los demás
5303100000,"- Yute y demás fibras textiles del líber, en bruto o enriados"
5303903000,- - Yute
5303909000,- - Las demás
5305001100,- - En bruto
5305001900,- - Los demás
5305009010,- - De coco
5305009020,- - De sisal y demás fibras textiles del género Agave
5305009090,- - Los demás
5306100000,- Sencillos
5306201000,- - Acondicionados para la venta al por menor
5306209000,- - Los demás
5307100000,- Sencillos
5307200000,- Retorcidos o cableados
5308100000,- Hilados de coco
5308200000,- Hilados de cáñamo
5308900010,- - Hilados de papel
5308900090,- - Los demás
5309110000,- - Crudos o blanqueados
5309190000,- - Los demás
5309210000,- - Crudos o blanqueados
5309290000,- - Los demás
5310100000,- Crudos
5310900000,- Los demás
5311000000,Tejidos de las demás fibras textiles vegetales; tejidos de hilados de papel.
5401101000,- - Acondicionado para la venta al por menor
5401109000,- - Los demás
5401201000,- - Acondicionado para la venta al por menor
5401209000,- - Los demás
5402110000,- - De aramidas
5402191000,"- - - De nailon 6,6"
5402199000,- - - Los demás
5402200000,"- Hilados de alta tenacidad de poliésteres, incluso texturados"
5402310000,"- - De nailon o demás poliamidas, de título inferior o igual a 50 tex por hilo sencillo"
5402320000,"- - De nailon o demás poliamidas, de título superior a 50 tex por hilo sencillo"
5402330000,- - De poliésteres
5402340000,- - De polipropileno
5402390000,- - Los demás
5402440010,- - - De poliuretano
5402440090,- - - Los demás
5402450000,"- - Los demás, de nailon o demás poliamidas"
5402460000,"- - Los demás, de poliésteres, parcialmente orientados"
5402470000,"- - Los demás, de poliésteres"
5402480000,"- - Los demás, de polipropileno"
5402491000,- - - De poliuretano
5402499000,- - - Los demás
5402510000,- - De nailon o demás poliamidas
5402520000,- - De poliésteres
5402530000,- - De polipropileno
5402590000,- - Los demás
5402610000,- - De nailon o demás poliamidas
5402620000,- - De poliésteres
5402630000,- - De polipropileno
5402690000,- - Los demás
5403100000,- Hilados de alta tenacidad de rayón viscosa
5403310000,"- - De rayón viscosa, sin torsión o con una torsión inferior o igual a 120 vueltas por metro"
5403320000,"- - De rayón viscosa, con una torsión superior a 120 vueltas por metro"
5403330000,- - De acetato de celulosa
5403390000,- - Los demás
5403410000,- - De rayón viscosa
5403420000,- - De acetato de celulosa
5403490000,- - Los demás
5404111000,- - - De poliuretano
5404119000,- - - Los demás
5404120000,"- - Los demás, de polipropileno"
5404191000,- - - De poliuretano
5404199000,- - - Los demás
5404900000,- Las demás
5405000000,"Monofilamentos artificiales de título superior o igual a 67 decitex y cuya mayor dimensión de la sección transversal sea inferior o igual a 1 mm; tiras y formas similares (por ejemplo, paja artificial) de materia textil artificial, de anchura aparente inferior o igual a 5 mm."
5406001000,- Hilados de filamentos sintéticos
5406009000,- Hilados de filamentos artificiales
5407101000,- - Para la fabricación de neumáticos
5407109000,- - Los demás
5407200000,- Tejidos fabricados con tiras o formas similares
5407300000,- Productos citados en la Nota 9 de la Sección XI
5407410000,- - Crudos o blanqueados
5407420000,- - Teñidos
5407430000,- - Con hilados de distintos colores
5407440000,- - Estampados
5407510000,- - Crudos o blanqueados
5407520000,- - Teñidos
5407530000,- - Con hilados de distintos colores
5407540000,- - Estampados
5407610000,- - Con un contenido de filamentos de poliéster sin texturar superior o igual al 85 % en peso
5407690000,- - Los demás
5407711000,- - - Napas tramadas para neumáticos fabricadas con hilados de alcohol polivinílico
5407719000,- - - Los demás
5407720000,- - Teñidos
5407730000,- - Con hilados de distintos colores
5407740000,- - Estampados
5407810000,- - Crudos o blanqueados
5407820000,- - Teñidos
5407830000,- - Con hilados de distintos colores
5407840000,- - Estampados
5407910000,- - Crudos o blanqueados
5407920000,- - Teñidos
5407930000,- - Con hilados de distintos colores
5407940000,- - Estampados
5408100010,- - Para la fabricación de neumáticos
5408100090,- - Los demás
5408210000,- - Crudos o blanqueados
5408220000,- - Teñidos
5408230000,- - Con hilados de distintos colores
5408240000,- - Estampados
5408310000,- - Crudos o blanqueados
5408320000,- - Teñidos
5408330000,- - Con hilados de distintos colores
5408340000,- - Estampados
5501110000,- - De aramidas
5501190000,- - Los demás
5501200000,- De poliésteres
5501301000,- - Obtenidos por extrusión húmeda
5501309000,- - Los demás
5501400000,- De polipropileno
5501900000,- Los demás
5502100000,- De acetato de celulosa
5502901000,- - De rayón viscosa
5502909000,- - Los demás
5503110000,- - De aramidas
5503190000,- - Las demás
5503200000,- De poliésteres
5503301000,- - Obtenidos por extrusión húmeda
5503309000,- - Las demás
5503400000,- De polipropileno
5503901000,- - Vinílicas
5503909000,- - Las demás
5504100000,- De rayón viscosa
5504900000,- Las demás
5505100000,- De fibras sintéticas
5505200000,- De fibras artificiales
5506100000,- De nailon o demás poliamidas
5506200000,- De poliésteres
5506300000,- Acrílicas o modacrílicas
5506400000,- De polipropileno
5506900000,- Las demás
5507000000,"Fibras artificiales discontinuas, cardadas, peinadas o transformadas de otro modo para la hilatura."
5508101000,- - Acondicionados para la venta al por menor
5508109000,- - Los demás
5508201000,- - Acondicionados para la venta al por menor
5508209000,- - Los demás
5509110000,- - Sencillos
5509120000,- - Retorcidos o cableados
5509210000,- - Sencillos
5509220000,- - Retorcidos o cableados
5509310000,- - Sencillos
5509320000,- - Retorcidos o cableados
5509410000,- - Sencillos
5509420000,- - Retorcidos o cableados
5509510000,- - Mezclados exclusiva o principalmente con fibras artificiales discontinuas
5509520000,- - Mezclados exclusiva o principalmente con lana o pelo fino
5509530000,- - Mezclados exclusiva o principalmente con algodón
5509590000,- - Los demás
5509610000,- - Mezclados exclusiva o principalmente con lana o pelo fino
5509620000,- - Mezclados exclusiva o principalmente con algodón
5509690000,- - Los demás
5509910000,- - Mezclados exclusiva o principalmente con lana o pelo fino
5509920000,- - Mezclados exclusiva o principalmente con algodón
5509990000,- - Los demás
5510110000,- - Sencillos
5510120000,- - Retorcidos o cableados
5510200000,- Los demás hilados mezclados exclusiva o principalmente con lana o pelo fino
5510300000,- Los demás hilados mezclados exclusiva o principalmente con algodón
5510900000,- Los demás hilados
5511100000,- De fibras sintéticas discontinuas con un contenido de estas fibras superior o igual al 85 % en peso
5511200000,- De fibras sintéticas discontinuas con un contenido de estas fibras inferior al 85 % en peso
5511300000,- De fibras artificiales discontinuas
5512110000,- - Crudos o blanqueados
5512190000,- - Los demás
5512210000,- - Crudos o blanqueados
5512290000,- - Los demás
5512910000,- - Crudos o blanqueados
5512990000,- - Los demás
5513110000,"- - De fibras discontinuas de poliéster, de ligamento tafetán"
5513120000,"- - De fibras discontinuas de poliéster, de ligamento sarga, incluido el cruzado, de curso inferior o igual a 4"
5513130000,- - Los demás tejidos de fibras discontinuas de poliéster
5513190000,- - Los demás tejidos
5513210000,"- - De fibras discontinuas de poliéster, de ligamento tafetán"
5513231000,"- - - De fibras discontinuas de poliéster, de ligamento sarga, incluido el cruzado, de curso inferior o igual a 4"
5513239000,- - - Los demás
5513290000,- - Los demás tejidos
5513310000,"- - De fibras discontinuas de poliéster, de ligamento tafetán"
5513391000,"- - - De fibras discontinuas de poliéster, de ligamento sarga, incluido el cruzado, de curso inferior o igual a 4"
5513392000,- - - Los demás tejidos de fibras discontinuas de poliéster
5513399000,- - - Los demás
5513410000,"- - De fibras discontinuas de poliéster, de ligamento tafetán"
5513491000,"- - - De fibras discontinuas de poliéster, de ligamento sarga, incluido el cruzado, de curso inferior o igual a 4"
5513492000,- - - Los demás tejidos de fibras discontinuas de poliéster
5513499000,- - - Los demás
5514110000,"- - De fibras discontinuas de poliéster, de ligamento tafetán"
5514120000,"- - De fibras discontinuas de poliéster, de ligamento sarga, incluido el cruzado, de curso inferior o igual a 4"
5514191000,- - - De fibras discontinuas de poliéster
5514199000,- - - Los demás
5514210000,"- - De fibras discontinuas de poliéster, de ligamento tafetán"
5514220000,"- - De fibras discontinuas de poliéster, de ligamento sarga, incluido el cruzado, de curso inferior o igual a 4"
5514230000,- - Los demás tejidos de fibras discontinuas de poliéster
5514290000,- - Los demás tejidos
5514301000,"- - De fibras discontinuas de poliéster, de ligamento tafetán"
5514302000,"- - De fibras discontinuas de poliéster, de ligamento sarga, incluido el cruzado, de curso inferior o igual a 4"
5514303000,- - Los demás tejidos de fibras discontinuas de poliéster
5514309000,- - Los demás tejidos
5514410000,"- - De fibras discontinuas de poliéster, de ligamento tafetán"
5514420000,"- - De fibras discontinuas de poliéster, de ligamento sarga, incluido el cruzado, de curso inferior o igual a 4"
5514430000,- - Los demás tejidos de fibras discontinuas de poliéster
5514490000,- - Los demás tejidos
5515110000,- - Mezcladas exclusiva o principalmente con fibras discontinuas de rayón viscosa
5515120000,- - Mezcladas exclusiva o principalmente con filamentos sintéticos o artificiales
5515130000,- - Mezcladas exclusiva o principalmente con lana o pelo fino
5515190000,- - Los demás
5515210000,- - Mezcladas exclusiva o principalmente con filamentos sintéticos o artificiales
5515220000,- - Mezcladas exclusiva o principalmente con lana o pelo fino
5515290000,- - Los demás
5515910000,- - Mezclados exclusiva o principalmente con filamentos sintéticos o artificiales
5515990000,- - Los demás
5516110000,- - Crudos o blanqueados
5516120000,- - Teñidos
5516130000,- - Con hilados de distintos colores
5516140000,- - Estampados
5516210000,- - Crudos o blanqueados
5516220000,- - Teñidos
5516230000,- - Con hilados de distintos colores
5516240000,- - Estampados
5516310000,- - Crudos o blanqueados
5516320000,- - Teñidos
5516330000,- - Con hilados de distintos colores
5516340000,- - Estampados
5516410000,- - Crudos o blanqueados
5516420000,- - Teñidos
5516430000,- - Con hilados de distintos colores
5516440000,- - Estampados
5516910000,- - Crudos o blanqueados
5516920000,- - Teñidos
5516930000,- - Con hilados de distintos colores
5516940000,- - Estampados
5601210000,- - De algodón
5601220000,- - De fibras sintéticas o artificiales
5601290000,- - Los demás
5601300000,"- Tundizno, nudos y motas de materia textil"
5602100000,- Fieltro punzonado y productos obtenidos mediante costura por cadeneta
5602210000,- - De lana o pelo fino
5602290000,- - De las demás materias textiles
5602900000,- Los demás
5603110000,- - De peso inferior o igual a 25 g/m2
5603121000,"- - - De poliéster, impregnada con caucho estireno-butadieno de peso superior o igual a 43 g/m2, precortados con ancho inferior o igual a 75 mm"
5603129000,- - - Los demás
5603130000,- - De peso superior a 70 g/m2 pero inferior o igual a 150 g/m2
5603140000,- - De peso superior a 150 g/m2
5603910000,- - De peso inferior o igual a 25 g/m2
5603920000,- - De peso superior a 25 g/m2 pero inferior o igual a 70 g/m2
5603930000,- - De peso superior a 70 g/m2 pero inferior o igual a 150 g/m2
5603940000,- - De peso superior a 150 g/m2
5604100000,- Hilos y cuerdas de caucho revestidos de textiles
5604902000,"- - Hilados de alta tenacidad, impregnados o recubiertos, con caucho sin  vulcanizar para la fabricación de neumáticos"
5604909000,- - Los demás
5605000000,"Hilados metálicos e hilados metalizados, incluso entorchados, constituidos por hilados textiles, tiras o formas similares de las partidas 54.04 o 54.05, combinados con metal en forma de hilos, tiras o polvo, o revestidos de metal."
5606000000,"Hilados entorchados, tiras y formas similares de las partidas 54.04 o 54.05, entorchadas (excepto los de la partida 56.05 y los hilados de crin entorchados); hilados de chenilla; hilados «de cadeneta»."
5607210000,- - Cordeles para atar o engavillar
5607290000,- - Los demás
5607410000,- - Cordeles para atar o engavillar
5607490000,- - Los demás
5607500000,- De las demás fibras sintéticas
5607900000,- Los demás
5608110000,- - Redes confeccionadas para la pesca
5608190000,- - Las demás
5608900000,- Las demás
5609001000,"- Eslingas de carga, incluso con accesorios de metal común"
5609009000,- Las demás
5701100000,- De lana o pelo fino
5701900000,- De las demás materias textiles
5702100000,"- Alfombras llamadas «Kelim» o «Kilim», «Schumacks» o «Soumak», «Karamanie» y alfombras similares tejidas a mano"
5702200000,- Revestimientos para el suelo de fibras de coco
5702310000,- - De lana o pelo fino
5702320000,- - De materia textil sintética o artificial
5702390000,- - De las demás materias textiles
5702410000,- - De lana o pelo fino
5702420000,- - De materia textil sintética o artificial
5702490000,- - De las demás materias textiles
5702500000,"- Los demás, sin aterciopelar ni confeccionar"
5702910000,- - De lana o pelo fino
5702920000,- - De materia textil sintética o artificial
5702990000,- - De las demás materias textiles
5703100000,- De lana o pelo fino
5703210000,- - Césped
5703290000,- - Los demás
5703310000,- - Césped
5703390000,- - Los demás
5703900000,- De las demás materias textiles
5704100000,"- De superficie inferior o igual a 0,3 m2"
5704200000,"- De superficie superior a 0,3 m2 pero inferior o igual a 1 m²"
5704900000,- Los demás
5705000000,"Las demás alfombras y revestimientos para el suelo, de materia textil, incluso confeccionados."
5801100000,- De lana o pelo fino
5801210000,"- - Terciopelo y felpa por trama, sin cortar"
5801220000,"- - Terciopelo y felpa por trama, cortados, rayados (pana rayada, «corduroy»)"
5801230000,- - Los demás terciopelos y felpas por trama
5801260000,- - Tejidos de chenilla
5801271000,- - - Sin cortar (rizados)
5801272000,- - - Cortados
5801310000,"- - Terciopelo y felpa por trama, sin cortar"
5801320000,"- - Terciopelo y felpa por trama, cortados, rayados (pana rayada, «corduroy»)"
5801330000,- - Los demás terciopelos y felpas por trama
5801360000,- - Tejidos de chenilla
5801370000,- - Terciopelo y felpa por urdimbre
5801900000,- De las demás materias textiles
5802100000,"- Tejidos con bucles del tipo toalla, de algodón"
5802200000,"- Tejidos con bucles del tipo toalla, de las demás materias textiles"
5802300000,- Superficies textiles con mechón insertado
5803001000,- De algodón
5803009000,- De las demás materias textiles
5804100000,"- Tul, tul-bobinot y tejidos de mallas anudadas"
5804210000,- - De fibras sintéticas o artificiales
5804290000,- - De las demás materias textiles
5804300000,- Encajes hechos a mano
5805000000,"Tapicería tejida a mano (gobelinos, Flandes, Aubusson, Beauvais y similares) y tapicería de aguja (por ejemplo: de «petit point», de punto de cruz), incluso confeccionadas."
5806100000,"- Cintas de terciopelo, de felpa, de tejidos de chenilla o de tejidos con bucles del tipo toalla"
5806200000,"- Las demás cintas, con un contenido de hilos de elastómeros o de hilos de caucho superior o igual al 5 % en peso"
5806310000,- - De algodón
5806321000,"- - - De ancho inferior o igual a 4,1 cm"
5806329000,- - - Las demás
5806390000,- - De las demás materias textiles
